date,ISR,q50,q_up,q_down
2020-08-07,158.12702866042534,12.617539039746285,21.324223227516026,7.430436575839451
2020-08-08,159.46829175154758,13.275518873860662,21.324223227516026,8.076561495477664
2020-08-09,160.7464365795582,13.609418806841806,21.386001696406932,7.861186522264926
2020-08-10,162.40329098623863,13.94845566186882,28.417388547272957,8.39962395529677
2020-08-11,164.02858626136324,14.490579350425852,23.987308970362317,8.184248982084032
2020-08-12,161.45651703956412,14.425846345798352,29.83409120212234,7.150619362813809
2020-08-13,161.94568357867928,14.819142497469251,27.237913904797193,7.4577736068981535
2020-08-14,159.20003913332312,16.01826826424846,29.111850632983444,9.112359381651494
2020-08-15,156.35971729329952,16.610349970839977,28.63961641470031,8.72202364950973
2020-08-16,152.7146375986026,16.60607501266964,30.542694328690605,8.25022654718186
2020-08-17,158.2532651866486,16.39873954140835,28.195160679845603,8.079003231629724
2020-08-18,154.892217675954,18.491616946790774,26.76456878328201,8.297745679790422
2020-08-19,154.92377680750982,18.566862590521353,26.506141961231926,8.695991313018991
2020-08-20,154.27681461061556,18.40132217431407,27.039263609729364,9.24262016848709
2020-08-21,152.0518958359304,18.668444209557645,30.351080084060587,9.803588444609138
2020-08-22,153.06178804571655,18.90504391727634,30.30280158975932,8.922066867845919
2020-08-23,157.5274051608648,17.48102762220877,30.30280158975932,8.830373901722245
2020-08-24,153.39315892705267,17.039091530636078,31.558042441592157,8.948779642899348
2020-08-25,158.6004156337626,16.33889012702365,30.206244601156797,10.122623740998673
2020-08-26,164.6439893267017,17.20519691146482,31.404197106802126,11.199498607062361
2020-08-27,170.482428664528,18.083792711900973,32.98690200077889,10.553373687424148
2020-08-28,178.05662023792428,18.260483824589617,33.55334375230742,10.661061174030516
2020-08-29,181.96995255084568,17.785963467682336,33.60258534681668,10.553373687424148
2020-08-30,179.20852853971164,19.2177374087909,33.86632896494229,10.930833229083001
2020-08-31,191.31145549136778,19.044672428210557,33.03388817023332,12.632787067145474
2020-09-01,190.58559546558396,18.243306322479846,34.39643949052406,13.097554936499707
2020-09-02,206.09690862526847,19.505877520080052,35.28598910992408,13.253528928878344
2020-09-03,221.73445831117618,19.556283263178223,36.03397182641219,14.02756229387303
2020-09-04,227.52555895166873,20.844652319178717,38.045016914620014,14.26425124049332
2020-09-05,244.12566215002897,22.471948871556577,39.38846096944736,14.26425124049332
2020-09-06,262.31950149195796,22.308473439596913,41.36169671775344,14.87606376553626
2020-09-07,274.2330736542792,22.673331650057612,42.49471475274631,15.163346401598107
2020-09-08,300.2377980562731,23.606800058638875,44.55352983784402,16.472640673052652
2020-09-09,309.80021491768593,23.853197811157784,45.226146304053664,15.939202454755753
2020-09-10,332.49123050631897,24.425919061125146,47.78501329506867,16.83231465715623
2020-09-11,349.4384841517931,28.599535483334204,51.572136441770866,17.235165267600703
2020-09-12,375.33275159334164,32.90999178823864,57.881496188783984,17.66074780344449
2020-09-13,393.85796181660675,36.74150850370925,62.568928614436665,17.229997857019015
2020-09-14,416.47007957635026,38.24674721335842,64.04946910634204,16.489967369643633
2020-09-15,423.4762067817417,37.65500469025798,67.97611997617811,17.28215942439621
2020-09-16,463.4142877656293,37.63596834804088,72.25681313755673,18.41456020968907
2020-09-17,469.12649057723223,35.55204876768669,74.12358158387224,19.168372615933656
2020-09-18,481.3872131866675,34.32700415677457,77.79274715076822,19.782461896554555
2020-09-19,487.27299122182757,33.7592732447705,76.89154859047798,20.809251766622666
2020-09-20,509.6484154949024,32.78953957653475,83.06813357689263,20.0425575156119
2020-09-21,482.23930973867465,32.32146951496138,83.17989713974673,20.538298456262634
2020-09-22,457.1655797175774,32.22292844936699,80.43197150590393,20.93710036803472
