isr_rep_num,q50,q_up,q_down,date
1.1437181862553447,0.9865071821189149,1.1200430094615894,0.8699915846768225,2020-11-16
1.1605641948143324,0.991782524691957,1.0884655356738975,0.8648321087578594,2020-11-17
1.1511110905051856,0.9708840989981977,1.0886405724935801,0.866225652836626,2020-11-18
1.1588843644024165,0.9853238625838757,1.0833750326148563,0.8643714599873903,2020-11-19
1.171578380015604,0.9868212121228009,1.0878348680298096,0.8793709402828648,2020-11-20
1.1861395215116595,0.9970221063881587,1.0731311981751852,0.8822553746765676,2020-11-21
1.2197200953585048,1.01177597155082,1.0976310792620492,0.9134540100911247,2020-11-22
1.2202054840924514,1.0128509038103692,1.0951581340448278,0.9225961461438077,2020-11-23
1.1157870586692784,1.0185810803792907,1.1025642547929202,0.9278411612451203,2020-11-24
1.2375805666488233,1.0273739743695822,1.087411591890001,0.9277369678898502,2020-11-25
1.197293062688189,1.0159257546780234,1.095212786819461,0.9285079874769203,2020-11-26
1.223049230470637,1.0209976839518178,1.1106643587922176,0.9365494233497446,2020-11-27
1.2048954641469571,1.036597561829153,1.12354902720074,0.9241683222797699,2020-11-28
1.198627001503772,1.0151446733470273,1.0843777541670845,0.9313303101202308,2020-11-29
1.225224759517622,1.05316544220846,1.1053444137118202,0.972074557688164,2020-11-30
1.1893827277838918,1.0551745493084874,1.1119085588083395,0.9166425074592051,2020-12-01
1.2192221796557494,1.0531800627827033,1.1044987987728145,0.9255460610781332,2020-12-02
1.1972162686036654,1.040734036107604,1.1027387427062127,0.9874855996507644,2020-12-03
1.1863186848330523,1.0386373128537472,1.116992563829725,0.9558615078279921,2020-12-04
1.106662125424101,1.0506137996559386,1.106662125424101,0.9812056584169638,2020-12-05
1.2851590374750812,1.0687055588571601,1.1902061688796275,0.9827973740737046,2020-12-06
1.296034847473918,1.0796676023078045,1.2307009775802369,0.9955461638810347,2020-12-07
1.318219894496328,1.0923113415923635,1.2196741088677476,0.970156158593561,2020-12-08
1.2514368740129624,1.0716292652516795,1.1777242902028946,0.9766875767720852,2020-12-09
1.2134465394782759,1.0642648507900299,1.1593750370887337,0.9532703172409267,2020-12-10
1.2336575405265746,1.0736605474822232,1.1277125396165018,0.9578777708403212,2020-12-11
1.3707837123717017,1.0689106200374374,1.176723933560144,0.9701559875903034,2020-12-12
1.17221805865503,1.0493415972796645,1.1338679479701514,0.9664510415294295,2020-12-13
1.2060524082725401,1.02585383243408,1.0880854877616837,0.9447803771716168,2020-12-14
1.2953862197999644,0.9737431720620803,1.0700880862418833,0.872070484646447,2020-12-15
1.3029656202595383,0.9080103558903277,1.0050203117896859,0.8441553989739414,2020-12-16
1.266466926029866,0.9084695367364987,1.0038881135010327,0.8277606875459484,2020-12-17
1.2972273130609935,0.9246506912689719,0.9775534847403291,0.8494452801475862,2020-12-18
1.2592672894504102,0.9552569093752605,1.0374084543812936,0.8805531206808983,2020-12-19
1.2535981936405554,1.0103628353163212,1.1157341288046874,0.9114672589337748,2020-12-20
1.2641112730528408,1.012804390568037,1.1482811437535199,0.9388552553577862,2020-12-21
1.2154864796562461,1.0356860357068356,1.135241075399464,0.9503629316484316,2020-12-22
1.224546377080659,1.044281801434609,1.1581880950827883,0.9701319886248941,2020-12-23
1.2961537106644256,1.0546542418081137,1.160860675737647,0.9788918192706229,2020-12-24
1.2494764578328776,1.0606637636446548,1.1538640775724085,0.9777373800970138,2020-12-25
1.2621761696878058,1.0662943595321284,1.1458333873634643,0.9694122025769079,2020-12-26
1.281332692166767,1.010555728302199,1.1292429817376701,0.9375234740937461,2020-12-27
1.2328533761000728,1.045283093364898,1.1469103502562639,0.9445848734322366,2020-12-28
1.1945112232970483,1.1101907579856003,1.1945112232970483,0.9834699017131241,2020-12-29
1.1846478127853257,1.148257407677407,1.247838292991367,1.0558518680264652,2020-12-30
1.1188189926429115,1.1188189926429115,1.219636014466922,1.0689381599720331,2020-12-31
1.1523869371837758,1.0849576150723792,1.1500320433302134,1.0298213018357707,2021-01-01
1.1407156961676268,1.0387330295364765,1.1228997700035244,0.9781400881105239,2021-01-02
1.1600176839527279,0.990001203916544,1.083493148251761,0.93962630898828,2021-01-03
1.1654377851188003,0.96778214255695,1.0205176654685066,0.8940549193294918,2021-01-04
1.1043561380325955,0.92246774611379,1.0405174325037332,0.8290943380949051,2021-01-05
1.080869028809741,0.8948247038774322,0.9506376945256054,0.8266545436574024,2021-01-06
